,Restaurant Name,Cuisines,City,Locality Verbose,Country,Longitude,Latitude,Average Cost for two ($USD),Aggregate rating,Votes,Location
0,Jahanpanah,"NorthIndian,Mughlai",Agra,"Agra Cantt, Agra",India,78.01154444,27.16166111,11.16,3.9,140.0,"AgraCantt,Agra,India"
1,Rangrezz Restaurant,"NorthIndian,Mughlai",Agra,"Agra Cantt, Agra",India,78.03261468071426,27.16669016928572,9.19,3.5,71.0,"AgraCantt,Agra,India"
2,Time2Eat - Mama Chicken,NorthIndian,Agra,"Agra Cantt, Agra",India,78.01160797,27.16083249,6.57,3.6,94.0,"AgraCantt,Agra,India"
3,Chokho Jeeman Marwari Jain Bhojanalya,Rajasthani,Agra,"Civil Lines, Agra",India,77.99809167,27.19592778,5.25,4.0,87.0,"CivilLines,Agra,India"
4,Pinch Of Spice,"NorthIndian,Chinese,Mughlai",Agra,"Civil Lines, Agra",India,78.00755278,27.201725,13.13,4.2,177.0,"CivilLines,Agra,India"
5,MoMo Cafe,"NorthIndian,European",Agra,"Courtyard by Marriott Agra, Tajganj, Agra",India,78.03261468071426,27.16669016928572,26.26,4.0,45.0,"CourtyardbyMarriottAgra,Tajganj,Agra,India"
6,Peshawri - ITC Mughal,"NorthIndian,Mughlai",Agra,"ITC Mughal, Tajganj, Agra",India,78.044095,27.160934,32.83,4.3,133.0,"ITCMughal,Tajganj,Agra,India"
7,Taj Bano - ITC Mughal,Mughlai,Agra,"ITC Mughal, Tajganj, Agra",India,78.044095,27.160934,32.83,4.0,41.0,"ITCMughal,Tajganj,Agra,India"
8,G Thal,"Rajasthani,Gujarati,Mughlai",Agra,"Khandari, Agra",India,78.03261468071426,27.16669016928572,10.51,3.6,59.0,"Khandari,Agra,India"
9,Dawat-e-Nawab - Radisson Blu,"NorthIndian,Mughlai",Agra,"Radisson Blu, Tajganj, Agra",India,78.05704399999998,27.163303000000006,47.28,3.8,46.0,"RadissonBlu,Tajganj,Agra,India"
10,The Latitude - Radisson Blu,"NorthIndian,Chinese,Continental",Agra,"Radisson Blu, Tajganj, Agra",India,78.05704399999998,27.163303000000006,8.19,3.9,103.0,"RadissonBlu,Tajganj,Agra,India"
11,Dasaprakash Restaurant,"SouthIndian,Desserts",Agra,"Rakabganj, Agra",India,78.01505278,27.16510833,7.22,4.1,121.0,"Rakabganj,Agra,India"
12,The Charcoal Chimney,"NorthIndian,Chinese,Continental,Mughlai",Agra,"Tajganj, Agra",India,78.04299,27.159795000000006,14.45,3.4,70.0,"Tajganj,Agra,India"
13,Sheroes Hangout,"Cafe,NorthIndian,Chinese",Agra,"Tajganj, Agra",India,78.040165,27.16185,8.19,4.9,77.0,"Tajganj,Agra,India"
14,Bon Barbecue,"NorthIndian,Chinese,Continental",Agra,"Tajganj, Agra",India,78.03261468071426,27.16669016928572,19.7,3.8,57.0,"Tajganj,Agra,India"
15,Chapter 1 Cafe,"Cafe,Italian,Mexican,NorthIndian,Continental",Agra,"Tajganj, Agra",India,78.03261468071426,27.16669016928572,8.19,3.9,98.0,"Tajganj,Agra,India"
16,Pind Balluchi,"NorthIndian,Mughlai",Agra,"Tajganj, Agra",India,78.04725,27.15777222,11.82,3.7,175.0,"Tajganj,Agra,India"
17,Pizza Hut,"Italian,Pizza",Agra,"Tajganj, Agra",India,78.03471389,27.16169444,9.19,4.4,134.0,"Tajganj,Agra,India"
18,Tea'se Me - Rooftop Tea Boutique,"Chinese,Italian,Continental,NorthIndian",Agra,"Tajganj, Agra",India,78.03261468071426,27.16669016928572,13.13,4.2,166.0,"Tajganj,Agra,India"
19,Thaaliwala,"NorthIndian,FastFood",Agra,"Tajganj, Agra",India,78.04535899999998,27.158822,9.19,4.1,168.0,"Tajganj,Agra,India"
20,650 - The Global Kitchen,"Chinese,Italian,NorthIndian,Mexican,Mediterranean,Thai",Ahmedabad,"Ambavadi, Ahmedabad",India,72.53757409999999,23.01045111,11.82,4.2,1582.0,"Ambavadi,Ahmedabad,India"
21,Patang - The Revolving Restaurant,"Continental,Chinese,NorthIndian",Ahmedabad,"Ashram Road, Ahmedabad",India,72.572009,23.0261651,23.64,3.7,1315.0,"AshramRoad,Ahmedabad,India"
22,Huber & Holly,"IceCream,Desserts,Continental",Ahmedabad,"Bodakdev, Ahmedabad",India,72.5123947,23.0383109,3.94,4.5,217.0,"Bodakdev,Ahmedabad,India"
23,@Mango,"NorthIndian,Continental,Mexican,Italian",Ahmedabad,"Bodakdev, Ahmedabad",India,72.50176440000001,23.0401633,10.51,4.1,769.0,"Bodakdev,Ahmedabad,India"
24,Fozzie's Pizzaiolo,"Pizza,Italian,Beverages,Desserts",Ahmedabad,"Bodakdev, Ahmedabad",India,72.5098065,23.0330688,11.82,4.3,731.0,"Bodakdev,Ahmedabad,India"
25,La Pino'z Pizza,"Pizza,Italian",Ahmedabad,"Bodakdev, Ahmedabad",India,72.5124872,23.0382314,6.57,4.4,113.0,"Bodakdev,Ahmedabad,India"
26,Mocha,"Cafe,Continental,Desserts",Ahmedabad,"Bodakdev, Ahmedabad",India,72.51130699999999,23.0318508,13.13,4.4,944.0,"Bodakdev,Ahmedabad,India"
27,Blue -  Rooftop Cafe Restaurant Bistro,"NorthIndian,Cafe,Italian,Mexican,Continental",Ahmedabad,"C G Road, Ahmedabad",India,72.55703740000001,23.0290619,13.13,3.8,63.0,"CGRoad,Ahmedabad,India"
28,MoMo Cafí© - Courtyard By Marriott,"NorthIndian,SouthIndian,Asian,Continental",Ahmedabad,"Courtyard By Marriott, Satellite, Ahmedabad",India,72.51158149999998,23.027929,18.39,3.6,375.0,"CourtyardByMarriott,Satellite,Ahmedabad,India"
29,Cryo Lab,"Desserts,IceCream",Ahmedabad,"Ellis Bridge, Ahmedabad",India,72.55998429,23.02874796,4.6,4.6,166.0,"EllisBridge,Ahmedabad,India"
30,Swati Snacks,"FastFood,StreetFood,SouthIndian",Ahmedabad,"Ellis Bridge, Ahmedabad",India,72.55903311,23.02443364,5.91,4.4,697.0,"EllisBridge,Ahmedabad,India"
31,Brick Kitchen,"NorthIndian,Chinese,Continental",Ahmedabad,"Ghatlodia, Ahmedabad",India,72.5316389,23.0643038,11.82,4.3,325.0,"Ghatlodia,Ahmedabad,India"
32,Kabir Restaurant,"NorthIndian,Chinese,Continental,Desserts,FastFood,Sandwich",Ahmedabad,"Gurukul, Ahmedabad",India,72.52396490000002,23.04850469,7.88,3.8,432.0,"Gurukul,Ahmedabad,India"
33,Puffizza,"Italian,FastFood",Ahmedabad,"Gurukul, Ahmedabad",India,72.53774978,23.04619268,9.19,4.3,744.0,"Gurukul,Ahmedabad,India"
34,Cafe Alfresco,"Cafe,Beverages,Desserts,Pizza",Ahmedabad,"Navrangpura, Ahmedabad",India,72.5498285,23.0437235,9.19,4.0,404.0,"Navrangpura,Ahmedabad,India"
35,The Cafe Baraco,"Cafe,Italian",Ahmedabad,"Navrangpura, Ahmedabad",India,72.5504755,23.0443367,7.88,4.4,317.0,"Navrangpura,Ahmedabad,India"
36,Nini's Kitchen,"NorthIndian,Continental,Beverages,Italian,Burger,HealthyFood,Mediterranean",Ahmedabad,"Prahlad Nagar, Ahmedabad",India,72.5072645,23.0117723,12.48,4.5,1138.0,"PrahladNagar,Ahmedabad,India"
37,Yanki Sizzlers,"Continental,Italian,Chinese",Ahmedabad,"Thaltej, Ahmedabad",India,72.5181257,23.0534466,15.76,4.1,1041.0,"Thaltej,Ahmedabad,India"
38,The Garden Cafe - The Fern,"NorthIndian,Italian,Asian,SouthIndian",Ahmedabad,"The Fern, Sola, Ahmedabad",India,72.5222172,23.0640914,15.76,4.1,192.0,"TheFern,Sola,Ahmedabad,India"
39,Mazzo,"Cafe,American,Continental,Armenian,FastFood",Ahmedabad,"Vastrapur, Ahmedabad",India,72.5281083,23.0418026,7.22,3.9,166.0,"Vastrapur,Ahmedabad,India"
40,Turquoise Villa,Continental,Ahmedabad,"Vastrapur, Ahmedabad",India,72.54345129999999,23.0285142,15.76,4.0,535.0,"Vastrapur,Ahmedabad,India"
41,Aryan Family's Delight,"NorthIndian,SouthIndian,FastFood",Allahabad,"Civil Lines, Allahabad",India,81.834502,25.454648,6.57,3.4,57.0,"CivilLines,Allahabad,India"
42,Bean Here,"Cafe,FastFood",Allahabad,"Civil Lines, Allahabad",India,81.83316667,25.45343611,4.6,3.3,76.0,"CivilLines,Allahabad,India"
43,Bikanerwala,"NorthIndian,StreetFood,FastFood",Allahabad,"Civil Lines, Allahabad",India,81.832616,25.451517000000006,6.57,3.2,51.0,"CivilLines,Allahabad,India"
44,Dewsis,"NorthIndian,Chinese",Allahabad,"Civil Lines, Allahabad",India,81.83839088066668,25.452494645999998,7.88,3.4,99.0,"CivilLines,Allahabad,India"
45,Friends Forever,"NorthIndian,Chinese",Allahabad,"Civil Lines, Allahabad",India,81.835585,25.457687,7.88,3.4,83.0,"CivilLines,Allahabad,India"
46,Hotel Ravisha Continental,"NorthIndian,SouthIndian,Chinese",Allahabad,"Civil Lines, Allahabad",India,81.83839088066668,25.452494645999998,7.88,3.4,18.0,"CivilLines,Allahabad,India"
47,KFC,"American,FastFood",Allahabad,"Civil Lines, Allahabad",India,81.839744,25.449659,6.57,3.4,58.0,"CivilLines,Allahabad,India"
48,McDonald's,FastFood,Allahabad,"Civil Lines, Allahabad",India,81.83427900000002,25.450329,5.25,3.3,53.0,"CivilLines,Allahabad,India"
49,Pind Balluchi,"NorthIndian,Mughlai",Allahabad,"Civil Lines, Allahabad",India,81.83839088066668,25.452494645999998,10.51,3.2,6.0,"CivilLines,Allahabad,India"
50,Pizza Hut,"Italian,Pizza",Allahabad,"Civil Lines, Allahabad",India,81.83839088066668,25.452494645999998,9.19,3.4,35.0,"CivilLines,Allahabad,India"
51,Subway,"FastFood,American,Salad,HealthyFood",Allahabad,"Civil Lines, Allahabad",India,81.83839088066668,25.452494645999998,5.25,3.4,32.0,"CivilLines,Allahabad,India"
52,Tandoor Restaurant,"NorthIndian,Chinese",Allahabad,"Civil Lines, Allahabad",India,81.860187,25.443994,6.57,3.2,151.0,"CivilLines,Allahabad,India"
53,The BrewMaster,"NorthIndian,Chinese,Italian",Allahabad,"Civil Lines, Allahabad",India,81.83279631,25.45164569,8.19,3.3,49.0,"CivilLines,Allahabad,India"
54,The Tamarind Tree,"SouthIndian,Chinese",Allahabad,"Civil Lines, Allahabad",India,81.834841,25.459775,6.57,3.4,106.0,"CivilLines,Allahabad,India"
55,Cafe El Chico,"Continental,Italian",Allahabad,"Civil Lines, Allahabad",India,81.83616667,25.44987222,13.13,3.6,59.0,"CivilLines,Allahabad,India"
56,Eat On,NorthIndian,Allahabad,"Civil Lines, Allahabad",India,81.834236,25.450377,2.63,3.7,105.0,"CivilLines,Allahabad,India"
57,Hot Stuff,"NorthIndian,FastFood",Allahabad,"Civil Lines, Allahabad",India,81.841889,25.45235,6.57,3.5,105.0,"CivilLines,Allahabad,India"
58,Paradise,"Desserts,FastFood",Allahabad,"Civil Lines, Allahabad",India,81.83168056,25.45031667,6.57,3.6,57.0,"CivilLines,Allahabad,India"
59,Sagar Ratna,"SouthIndian,NorthIndian,Chinese,Continental",Allahabad,"Tagore Town, Allahabad",India,81.85968199999998,25.457116,5.25,3.5,134.0,"TagoreTown,Allahabad,India"
60,Moti Mahal Delux,"Mughlai,NorthIndian,Chinese",Allahabad,"Vinayak City Centre Mall, Civil Lines, Allahabad",India,81.834492,25.454697,10.51,3.3,58.0,"VinayakCityCentreMall,CivilLines,Allahabad,India"
61,Makhan Fish and Chicken Corner,"NorthIndian,Chinese",Amritsar,"Basant Nagar, Amritsar",India,74.884359,31.64362,9.19,3.4,345.0,"BasantNagar,Amritsar,India"
62,Charming Chicken,NorthIndian,Amritsar,"Basant Nagar, Amritsar",India,74.884384,31.644532,3.94,3.9,151.0,"BasantNagar,Amritsar,India"
63,Ahuja Milk Bhandar,Beverages,Amritsar,"Hathi Gate, Amritsar",India,74.87500285588234,31.63730647000001,1.31,4.0,52.0,"HathiGate,Amritsar,India"
64,Crystal Restaurant,"NorthIndian,Mughlai",Amritsar,"INA Colony, Amritsar",India,74.875878,31.635658000000006,10.51,3.4,122.0,"INAColony,Amritsar,India"
65,Brijwasi Chat Bhandar,StreetFood,Amritsar,"INA Colony, Amritsar",India,74.87575556,31.63488333,1.97,3.6,56.0,"INAColony,Amritsar,India"
66,Bubby Fish & Chicken Corner,NorthIndian,Amritsar,"INA Colony, Amritsar",India,74.875828,31.635671,3.94,3.5,91.0,"INAColony,Amritsar,India"
67,Bon Gateau,"Cafe,Bakery,FastFood",Amritsar,"Ranjit Avenue, Amritsar",India,74.87500285588234,31.63730647000001,6.57,3.4,26.0,"RanjitAvenue,Amritsar,India"
68,The Yellow Chilli,"NorthIndian,Mughlai,Chinese",Amritsar,"Ranjit Avenue, Amritsar",India,74.86276111,31.65558889,15.76,3.4,98.0,"RanjitAvenue,Amritsar,India"
69,La Roma Pizzeria,"FastFood,Italian",Amritsar,"Ranjit Avenue, Amritsar",India,74.86299167,31.65044167,5.25,3.5,111.0,"RanjitAvenue,Amritsar,India"
70,Sakhis Watz Kukin,"NorthIndian,Chinese",Amritsar,"Ranjit Avenue, Amritsar",India,74.86491009999997,31.6466891,9.19,3.6,51.0,"RanjitAvenue,Amritsar,India"
71,The Kulcha Land,"NorthIndian,StreetFood",Amritsar,"Ranjit Avenue, Amritsar",India,74.86416667,31.65319167,2.63,3.9,206.0,"RanjitAvenue,Amritsar,India"
72,Shudh Restaurant,"NorthIndian,SouthIndian,Chinese,FastFood",Amritsar,"Town Hall, Amritsar",India,74.87981389,31.62404722,7.88,3.4,44.0,"TownHall,Amritsar,India"
73,Bade Bhai Ka Brothers' Dhaba,"NorthIndian,FastFood",Amritsar,"Town Hall, Amritsar",India,74.87461944,31.62394722,6.57,3.7,94.0,"TownHall,Amritsar,India"
74,Bharawan Da Dhaba,"NorthIndian,FastFood",Amritsar,"Town Hall, Amritsar",India,74.87833333,31.62615278,6.57,3.5,461.0,"TownHall,Amritsar,India"
75,Brothers Dhaba,NorthIndian,Amritsar,"Town Hall, Amritsar",India,74.877666,31.625981,6.57,3.8,276.0,"TownHall,Amritsar,India"
76,Brothers' Amritsari Dhaba,NorthIndian,Amritsar,"Town Hall, Amritsar",India,74.87957778,31.62261111,5.25,3.8,71.0,"TownHall,Amritsar,India"
77,Gurdas Ram Jalebi Wala,Mithai,Amritsar,"Town Hall, Amritsar",India,74.87500285588234,31.63730647000001,1.31,4.1,104.0,"TownHall,Amritsar,India"
78,Kesar Da Dhabha,NorthIndian,Amritsar,"Town Hall, Amritsar",India,74.873005,31.624386,6.57,4.1,878.0,"TownHall,Amritsar,India"
79,Beera Chicken Corner,NorthIndian,Amritsar,"White Avenue, Amritsar",India,74.883997,31.641991,6.57,3.8,192.0,"WhiteAvenue,Amritsar,India"
80,Surjit Food Plaza,NorthIndian,Amritsar,"White Avenue, Amritsar",India,74.877002,31.644818,13.13,3.5,96.0,"WhiteAvenue,Amritsar,India"
81,Kanha Sweets,FastFood,Amritsar,"White Avenue, Amritsar",India,74.87500285588234,31.63730647000001,1.97,4.1,140.0,"WhiteAvenue,Amritsar,India"
82,Kream N Krunch,"NorthIndian,Chinese,Continental,Italian",Aurangabad,"Akashwani, Aurangabad",India,75.34601667,19.87621944,10.51,3.6,240.0,"Akashwani,Aurangabad,India"
83,Balbeer's Kitchen & Bar,"Italian,Continental,Chinese,NorthIndian",Aurangabad,"Chicalthana, Aurangabad",India,75.342275393125,19.876525949375,11.16,3.3,65.0,"Chicalthana,Aurangabad,India"
84,Angeethi Restaurant,"NorthIndian,Chinese",Aurangabad,"CIDCO, Aurangabad",India,75.35394167,19.87473333,7.88,3.3,63.0,"CIDCO,Aurangabad,India"
85,Domino's Pizza,Pizza,Aurangabad,"CIDCO, Aurangabad",India,75.340775,19.87610556,9.19,3.1,19.0,"CIDCO,Aurangabad,India"
86,Hotel Laadli,"NorthIndian,SouthIndian",Aurangabad,"CIDCO, Aurangabad",India,75.3671268,19.8755223,4.6,3.4,46.0,"CIDCO,Aurangabad,India"
87,Indiana Veg Restaurant,"SouthIndian,NorthIndian,Chinese,FastFood",Aurangabad,"CIDCO, Aurangabad",India,75.360232,19.874449,5.91,3.4,75.0,"CIDCO,Aurangabad,India"
88,Madhuban Restaurant - Welcome Hotel Rama International,"NorthIndian,Chinese,Continental,Italian,Mexican",Aurangabad,"CIDCO, Aurangabad",India,75.35888800000002,19.875908,23.64,3.4,94.0,"CIDCO,Aurangabad,India"
89,Mauj Restaurant,"Italian,FastFood,NorthIndian,Chinese",Aurangabad,"CIDCO, Aurangabad",India,75.36479167,19.87642778,6.57,3.3,47.0,"CIDCO,Aurangabad,India"
90,Naivedya,NorthIndian,Aurangabad,"CIDCO, Aurangabad",India,75.3684187,19.874103,6.57,3.4,71.0,"CIDCO,Aurangabad,India"
91,d' Curry House,"Continental,Chinese,Biryani,NorthIndian",Aurangabad,"Hotel Green Olive, Nirala Bazar, Aurangabad",India,75.316722,19.875337,13.13,3.6,73.0,"HotelGreenOlive,NiralaBazar,Aurangabad,India"
92,Mokoholic Juice Bar,"Juices,Desserts",Aurangabad,"Mondha, Aurangabad",India,75.342275393125,19.876525949375,3.94,3.5,21.0,"Mondha,Aurangabad,India"
93,Ashoka's Veg Restaurant,"SouthIndian,Chinese,NorthIndian",Aurangabad,"Nirala Bazar, Aurangabad",India,75.32340278,19.87963056,5.25,3.3,46.0,"NiralaBazar,Aurangabad,India"
94,Kareem's Fine Dining,"Mughlai,Biryani",Aurangabad,"Nirala Bazar, Aurangabad",India,75.32350278,19.88025556,9.19,3.3,45.0,"NiralaBazar,Aurangabad,India"
95,That Baat,Maharashtrian,Aurangabad,"Nirala Bazar, Aurangabad",India,75.322405,19.875016,5.91,3.4,34.0,"NiralaBazar,Aurangabad,India"
96,Bhoj Restaurant,NorthIndian,Aurangabad,"Nirala Bazar, Aurangabad",India,75.317475,19.87802778,5.91,3.7,89.0,"NiralaBazar,Aurangabad,India"
97,Downside Up,"Cafe,Mughlai,NorthIndian",Aurangabad,"Nyay Nagar, Aurangabad",India,75.342275393125,19.876525949375,5.25,3.2,8.0,"NyayNagar,Aurangabad,India"
98,Kareem's Kabab & Biryani,Mughlai,Aurangabad,"Prozone Mall, Chicalthana, Aurangabad",India,75.37235278,19.87699444,8.54,3.4,39.0,"ProzoneMall,Chicalthana,Aurangabad,India"
99,Great Sagar Restaurant,"NorthIndian,Mughlai",Aurangabad,"Shahgunj, Aurangabad",India,75.321461,19.888716,7.88,3.3,74.0,"Shahgunj,Aurangabad,India"
100,Kailash Restaurant,"NorthIndian,Chinese,SouthIndian,FastFood",Aurangabad,"Usmanpura, Aurangabad",India,75.31889444,19.86696944,5.91,3.3,76.0,"Usmanpura,Aurangabad,India"
101,Yalla Yalla,"NorthIndian,Hyderabadi",Aurangabad,"Usmanpura, Aurangabad",India,75.342275393125,19.876525949375,6.57,3.3,71.0,"Usmanpura,Aurangabad,India"
102,Sultans of Spice,"NorthIndian,Mughlai",Bangalore,"BluPetal Hotel, Koramangala, Bangalore",India,77.61542793,12.93328392,17.07,4.1,2416.0,"BluPetalHotel,Koramangala,Bangalore,India"
103,The Fatty Bao - Asian Gastro Bar,Asian,Bangalore,"Indiranagar, Bangalore",India,77.64539558,12.97022064,31.52,4.7,2369.0,"Indiranagar,Bangalore,India"
104,Toit,"Italian,American,Pizza",Bangalore,"Indiranagar, Bangalore",India,77.64070876,12.9791658,26.26,4.8,10934.0,"Indiranagar,Bangalore,India"
105,Three Dots & A Dash,"European,Continental",Bangalore,"Indiranagar, Bangalore",India,77.64048882,12.98041024,17.07,3.9,1354.0,"Indiranagar,Bangalore,India"
106,Bombay Brasserie,ModernIndian,Bangalore,"Indiranagar, Bangalore",India,77.645748,12.970324,19.7,4.2,231.0,"Indiranagar,Bangalore,India"
107,Glen's Bakehouse,"Bakery,Desserts,Cafe",Bangalore,"Indiranagar, Bangalore",India,77.64062494,12.97909556,10.51,4.0,3533.0,"Indiranagar,Bangalore,India"
108,Onesta,"Pizza,Cafe,Italian",Bangalore,"Indiranagar, Bangalore",India,77.64368467,12.97845292,7.88,4.3,1413.0,"Indiranagar,Bangalore,India"
109,Onesta,"Pizza,Cafe,Italian",Bangalore,"JP Nagar, Bangalore",India,77.59679094,12.90622878,7.88,4.6,781.0,"JPNagar,Bangalore,India"
110,ECHOES Koramangala,"Continental,American,Italian,NorthIndian,Chinese,Cafe",Bangalore,"Koramangala 5th Block, Bangalore",India,77.615797,12.934179,12.48,4.7,276.0,"Koramangala5thBlock,Bangalore,India"
111,Truffles,"American,Burger,Cafe",Bangalore,"Koramangala 5th Block, Bangalore",India,77.61429269,12.93329764,10.51,4.7,9667.0,"Koramangala5thBlock,Bangalore,India"
112,The Black Pearl,"NorthIndian,European,Mediterranean",Bangalore,"Koramangala 5th Block, Bangalore",India,77.61615515,12.93436454,18.39,4.1,5385.0,"Koramangala5thBlock,Bangalore,India"
113,Eat Street,"NorthIndian,Chinese,Italian,StreetFood,Desserts",Bangalore,"Koramangala 6th Block, Bangalore",India,77.625999,12.939496,5.25,4.3,753.0,"Koramangala6thBlock,Bangalore,India"
114,Koramangala Social,"Continental,American",Bangalore,"Koramangala 7th Block, Bangalore",India,77.61413042,12.93566181,19.7,4.5,1288.0,"Koramangala7thBlock,Bangalore,India"
115,AB's - Absolute Barbecues,"European,Mediterranean,NorthIndian",Bangalore,"Marathahalli, Bangalore",India,77.6993861,12.94993396,18.39,4.6,6907.0,"Marathahalli,Bangalore,India"
116,Flechazo,"Asian,Mediterranean,NorthIndian",Bangalore,"Marathahalli, Bangalore",India,77.696664,12.97537691,15.76,4.4,983.0,"Marathahalli,Bangalore,India"
117,Onesta,"Pizza,Cafe,Italian",Bangalore,"New BEL Road, Bangalore",India,77.57099670000002,13.0291977,7.88,4.6,627.0,"NewBELRoad,Bangalore,India"
118,Communiti,Continental,Bangalore,"Residency Road, Bangalore",India,77.60817859,12.97253153,15.76,4.2,334.0,"ResidencyRoad,Bangalore,India"
119,Big Brewsky,"FingerFood,NorthIndian,Italian,Continental,Thai,SouthIndian",Bangalore,"Sarjapur Road, Bangalore",India,77.68323686,12.91304096,23.64,4.5,5705.0,"SarjapurRoad,Bangalore,India"
120,Hoot,"Continental,Italian,NorthIndian",Bangalore,"Sarjapur Road, Bangalore",India,77.6784,12.914264,18.39,3.9,405.0,"SarjapurRoad,Bangalore,India"
121,Farzi Cafe,ModernIndian,Bangalore,"UB City, Bangalore",India,77.5960137,12.9721612,19.7,4.4,754.0,"UBCity,Bangalore,India"
122,Black N White Cafe,"Cafe,Chinese,NorthIndian",Bhopal,"Arera Colony, Bhopal",India,77.419399,23.211529,2.63,3.3,51.0,"AreraColony,Bhopal,India"
123,Maybe There,Cafe,Bhopal,"Arera Colony, Bhopal",India,77.41666849714284,23.229103905,7.88,3.4,63.0,"AreraColony,Bhopal,India"
124,Sagar Gaire Fast Food,FastFood,Bhopal,"Arera Colony, Bhopal",India,77.435361,23.214294,3.28,4.9,427.0,"AreraColony,Bhopal,India"
125,The Kasbah,"NorthIndian,Chinese",Bhopal,"Arera Colony, Bhopal",India,77.41722744,23.18499152,9.19,3.9,126.0,"AreraColony,Bhopal,India"
126,Bake N Shake,FastFood,Bhopal,"Arera Colony, Bhopal",India,77.434976,23.214459,6.57,4.2,223.0,"AreraColony,Bhopal,India"
127,10 Downing Street,"NorthIndian,Chinese",Bhopal,"DB City, Maharana Pratap Nagar, Bhopal",India,77.429989,23.232357,13.13,4.0,257.0,"DBCity,MaharanaPratapNagar,Bhopal,India"
128,Chi Kitchen,Chinese,Bhopal,"DB City, Maharana Pratap Nagar, Bhopal",India,77.41666849714284,23.229103905,13.13,4.0,103.0,"DBCity,MaharanaPratapNagar,Bhopal,India"
129,Pizza Hut,Pizza,Bhopal,"DB City, Maharana Pratap Nagar, Bhopal",India,77.429845,23.232537,8.54,4.1,118.0,"DBCity,MaharanaPratapNagar,Bhopal,India"
130,Kafe Kulture,"Cafe,FastFood",Bhopal,"Gulmohar Colony, Bhopal",India,77.41666849714284,23.229103905,7.88,3.8,98.0,"GulmoharColony,Bhopal,India"
131,Violet Hour,Bakery,Bhopal,"Kohefiza, Bhopal",India,77.37960509999998,23.26626099,6.57,3.8,33.0,"Kohefiza,Bhopal,India"
132,Bapu Ki Kutia,"NorthIndian,Chinese,SouthIndian,FastFood",Bhopal,"Maharana Pratap Nagar, Bhopal",India,77.433571,23.233219,7.22,3.5,175.0,"MaharanaPratapNagar,Bhopal,India"
133,Da pizzeria,"Pizza,Italian,FastFood",Bhopal,"Maharana Pratap Nagar, Bhopal",India,77.41666849714284,23.229103905,6.57,3.6,111.0,"MaharanaPratapNagar,Bhopal,India"
134,Papa Mexicano,"FastFood,Mexican,TexMex",Bhopal,"Maharana Pratap Nagar, Bhopal",India,77.43702042,23.23079116,4.6,3.6,20.0,"MaharanaPratapNagar,Bhopal,India"
135,Bake N Shake,FastFood,Bhopal,"Maharana Pratap Nagar, Bhopal",India,77.41666849714284,23.229103905,6.57,4.1,103.0,"MaharanaPratapNagar,Bhopal,India"
136,Manohar Dairy And Restaurant,"NorthIndian,SouthIndian,StreetFood,Bakery",Bhopal,"Maharana Pratap Nagar, Bhopal",India,77.434007,23.234249,5.25,4.4,243.0,"MaharanaPratapNagar,Bhopal,India"
137,Manohar Dairy And Restaurant,"NorthIndian,SouthIndian,StreetFood,Bakery",Bhopal,"Peer Gate Area, Bhopal",India,77.408236,23.264015,5.25,4.1,238.0,"PeerGateArea,Bhopal,India"
138,Kebabsville - Sayaji Hotel,NorthIndian,Bhopal,"Sayaji Hotel, Bhopal",India,77.373573,23.218998000000006,23.64,4.3,128.0,"SayajiHotel,Bhopal,India"
139,Indian Coffee House,SouthIndian,Bhopal,"TT Nagar, Bhopal",India,77.401663,23.234631,6.57,3.9,161.0,"TTNagar,Bhopal,India"
140,The Urban Socialite,"Italian,Mexican,Chinese",Bhopal,"TT Nagar, Bhopal",India,77.41666849714284,23.229103905,11.82,3.8,79.0,"TTNagar,Bhopal,India"
141,Bake N Shake,FastFood,Bhopal,"TT Nagar, Bhopal",India,77.398886,23.235123,6.57,4.3,120.0,"TTNagar,Bhopal,India"
142,Tyre Patty,Cafe,Bhubaneshwar,"BMC Bhawani Mall, Sahid Nagar, Bhubaneshwar",India,85.82558810411764,20.324314812352945,6.57,3.9,289.0,"BMCBhawaniMall,SahidNagar,Bhubaneshwar,India"
143,Silver Streak,Chinese,Bhubaneshwar,"BMC Bhawani Mall, Sahid Nagar, Bhubaneshwar",India,85.846838,20.286333,7.22,4.1,379.0,"BMCBhawaniMall,SahidNagar,Bhubaneshwar,India"
144,Barbeque Nation,"Mediterranean,Asian,Continental,NorthIndian,Arabian",Bhubaneshwar,"Chandrasekharpur, Bhubaneshwar",India,85.82558810411764,20.324314812352945,15.76,4.6,154.0,"Chandrasekharpur,Bhubaneshwar,India"
145,Central Perk 7,"Cafe,CharcoalGrill,Steak",Bhubaneshwar,"Chandrasekharpur, Bhubaneshwar",India,85.81781287,20.32553933,7.88,4.5,145.0,"Chandrasekharpur,Bhubaneshwar,India"
146,The Chicken Dinesty,"FastFood,NorthIndian,Chinese",Bhubaneshwar,"Chandrasekharpur, Bhubaneshwar",India,85.81856667,20.32634444,6.57,3.9,247.0,"Chandrasekharpur,Bhubaneshwar,India"
147,Taste Of China,Chinese,Bhubaneshwar,"Chandrasekharpur, Bhubaneshwar",India,85.82558810411764,20.324314812352945,6.57,4.0,145.0,"Chandrasekharpur,Bhubaneshwar,India"
